°í°´¹øÈ£,A,B,C,D
1314,122,2243,18,0
1315,560,7,877,0
1316,1163,227,0,1
1317,721,22,2,0
1318,6,1609,5,0
1319,45,746,16,0
1320,23,1595,0,4
1321,3,851,15,0
1322,14,1923,7,0
1323,562,29,1,0
1324,13,1166,175,0
1325,35,1380,40,0
1326,24,1656,35,0
1327,705,8,0,3
1328,89,3342,31,3
1329,509,81,15,0
1330,25,852,4,0
1331,6,11,1434,0
1332,469,24,358,0
1333,45,28,898,0
1334,599,308,7,0
1335,915,0,2,7
1336,513,219,44,16
1337,259,2408,23,0
1338,11,1335,3,0
1339,60,518,8,0
1340,860,303,2,0
1341,897,86,2,0
1342,634,9,0,24
1343,950,421,525,0
1344,618,468,5,2
1345,927,261,0,1
1346,520,448,0,2
1347,841,0,15,2
1348,1147,181,20,0
1349,1187,575,11,5
1350,9,1174,9,0
1351,17,2536,29,0
1352,25,1997,17,0
1353,803,238,7,0
1354,156,470,1625,21
1355,514,26,0,2
1356,616,1093,8,0
1357,186,1806,4,12
1358,680,400,207,0
1359,983,29,238,2
1360,550,265,25,0
1361,450,222,0,2
1362,3,1016,802,0
1363,118,1339,17,0
1364,466,497,7,0
1365,1129,91,137,3
1366,468,99,11,0
1367,556,19,2,0
1368,82,841,34,0
1369,78,751,106,0
1370,611,26,11,0
1371,7,8,1314,0
1372,727,21,0,0
1373,44,1358,0,3
1374,0,1283,49,1
1375,494,491,408,0
1376,143,1534,3,0
1377,1038,12,499,0
1378,816,239,73,0
1379,3,2,0,0
1380,640,26,56,0
1381,590,225,0,4
1382,524,149,192,0
1383,2,28,2092,0
1384,276,1297,14,0
1385,546,17,75,0
1386,8,1005,34,0
1387,25,1199,30,0
1388,157,80,1363,0
1389,1593,71,1,22
1390,10,1127,15,0
1391,428,151,21,0
1392,4,11,1056,0
1393,24,2,1060,0
1394,637,32,218,2
1395,458,812,10,0
1396,1019,1012,2,0
1397,4,30,1943,0
1398,10,1523,12,0
1399,991,22,0,2
1400,1072,372,4,0
1401,64,1249,3,0
1402,718,705,295,4
1403,544,275,2,0
1404,4,2296,2,0
1405,4,1021,19,0
1406,902,1,6,0
1407,717,2,52,0
1408,744,47,139,0
1409,581,72,670,11
1410,2,1083,1,0
1411,697,188,631,0
1412,31,2853,0,0
1413,536,1639,11,0
1414,143,2005,490,0
1415,676,73,806,0
1416,1,38,1171,0
1417,427,581,15,0
1418,749,941,34,0
1419,1262,14,0,1
1420,720,712,4,0
1421,580,831,0,3
1422,546,120,14,0
1423,75,126,1245,0
1424,688,193,69,0
1425,576,15,0,0
1426,663,100,12,0
1427,1,892,47,0
1428,15,1039,0,0
1429,516,63,1,0
1430,639,11,20,0
1431,1055,30,84,0
1432,1,1072,85,0
1433,729,12,189,0
1434,753,143,16,4
1435,46,1125,3,0
1436,585,1763,7,4
1437,635,729,47,0
1438,757,1167,24,0
1439,609,33,113,0
1440,724,2268,12,0
1441,591,226,1040,0
1442,661,7,28,0
1443,482,43,0,0
1444,6,1770,56,0
1445,485,449,368,3
1446,740,11,2,0
1447,598,36,293,0
1448,20,945,0,2
1449,500,43,82,0
1450,958,1,0,2
1451,518,64,11,0
1452,464,3070,1,0
1453,505,43,2,0
1454,1265,25,684,0
1455,623,0,0,0
1456,66,729,2200,0
1457,485,109,133,0
1458,492,1,5,0
1459,558,5,8,0
1460,678,651,361,9
1461,718,1400,700,3
1462,1607,38,0,5
1463,22,34,1904,0
1464,42,2526,1,0
1465,594,8,494,0
1466,67,59,2046,0
1467,742,6,4,0
1468,4,33,1698,0
1469,58,27,1248,0
1470,424,334,2,0
1471,653,15,0,2
1472,240,14,1710,0
1473,500,0,0,0
1474,1,279,1312,0
1475,10,981,87,0
1476,446,35,2,0
1477,12,1104,42,0
1478,165,1161,189,0
1479,641,19,11,0
1480,889,1270,1,4
1481,53,23,2751,0
1482,184,1930,18,0
1483,9,45,1301,0
1484,698,307,39,0
1485,105,2426,102,0
1486,661,50,2,0
1487,22,1072,3,0
1488,36,3,27,243
1489,403,3,94,1
1490,482,109,66,6
1491,441,300,0,0
1492,674,9,17,0
1493,1,1908,57,0
1494,713,1,1,0
1495,2,461,4,0
1496,26,1153,317,0
1497,114,2275,6,0
1498,615,168,42,0
1499,545,58,49,0
1500,1,44,1700,0
1501,852,14,3,3
1502,506,20,12,0
1503,125,1218,26,0
1504,5,6,983,0
1505,644,0,2,2
1506,23,30,2261,0
1507,68,2375,22,0
1508,119,8,2631,0
1509,547,426,0,8
1510,72,56,1687,0
1511,23,1066,6,0
1512,560,2,7,0
1513,486,493,11,0
1514,705,730,5,10
1515,130,229,1802,0
1516,599,380,1,22
1517,682,241,28,6
1518,629,0,17,0
1519,550,12,0,1
1520,4,1401,234,0
1521,691,45,9,0
1522,14,31,1568,0
1523,675,410,2,3
1524,581,1,418,0
1525,54,2167,83,0
1526,551,306,438,0
1527,15,1453,13,0
1528,10,1178,33,0
1529,2,264,2476,0
1530,500,1,382,0
1531,3,1523,285,0
1532,101,613,192,0
1533,631,417,14,0
1534,856,5,7,0
1535,15,1428,12,0
1536,479,35,24,0
1537,933,65,0,6
1538,490,1168,40,0
1539,79,1940,27,0
1540,3,1308,200,0
1541,16,1635,13,0
1542,263,1629,5,0
1543,7,796,17,0
1544,13,740,4,0
1545,1052,35,12,1
1546,602,6,195,0
1547,141,153,4402,0
1548,774,206,70,2
1549,29,1100,321,0
1550,819,308,179,0
1551,42,1693,15,0
1552,29,24,2721,0
1553,3,1156,1,0
1554,636,285,477,0
1555,124,1456,65,1
1556,258,1356,3,2
1557,51,2019,30,0
1558,603,89,207,0
1559,59,2066,64,0
1560,2,11,1223,0
1561,472,7,38,1
1562,11,1680,256,0
1563,481,26,46,0
1564,9,1395,203,0
1565,3,742,1957,1
1566,537,256,4,0
1567,251,1188,22,6
1568,2,1322,1,0
1569,589,2,12,0
1570,701,2347,5,0
1571,449,533,0,0
1572,3,1770,22,0
1573,93,897,289,5
1574,540,114,14,0
1575,795,4,0,0
1576,594,37,24,0
1577,543,360,104,0
1578,924,10,0,2
1579,621,39,11,0
1580,7,4,1254,0
1581,568,65,2,0
1582,86,2136,7,0
1583,116,888,0,6
1584,1310,402,0,1
1585,448,364,0,2
1586,13,701,2,0
1587,1053,28,265,1
1588,534,142,15,0
1589,897,97,198,0
1590,85,1279,27,0
1591,604,1017,16,0
1592,745,1,317,0
1593,652,1557,18,0
1594,712,127,21,0
1595,4,49,1438,0
1596,895,23,44,0
1597,603,1424,13,0
1598,72,262,2252,0
1599,756,822,3,0
1600,7,26,3047,0
1601,484,0,53,1
1602,715,9,2,0
1603,521,8,49,0
1604,556,6,7,0
1605,491,356,451,1
1606,556,21,653,0
1607,612,181,15,0
1608,8,8,2511,0
1609,555,19,3,0
1610,490,4,15,0
1611,443,1164,32,0
1612,609,61,1,0
1613,94,2099,0,3
1614,416,31,52,0
1615,771,1892,239,0
1616,852,9,24,0
1617,467,211,4,0
1618,473,1,11,0
1619,1084,365,7,0
1620,628,374,28,0
1621,1452,13,2,0
1622,19,3,2584,0
1623,14,1046,127,0
1624,592,32,4,4
1625,99,1529,24,3
1626,540,119,43,0
1627,4,185,827,0
1628,515,381,11,3
1629,71,212,2432,0
1630,640,650,6,0
1631,473,12,369,0
1632,55,2074,6,0
1633,106,45,2908,0
1634,1,28,21,0
1635,625,2,1,0
1636,47,2134,53,0
1637,566,106,0,9
1638,463,248,10,1
1639,404,9,0,4
1640,527,9,155,1
1641,590,6,490,0
1642,627,61,341,1
1643,767,797,5,0
1644,264,2613,15,0
1645,3,12,1544,0
1646,477,804,44,0
1647,369,853,0,0
1648,597,979,2,0
1649,11,3242,76,0
1650,5,972,26,0
1651,20,1036,252,0
1652,709,90,966,0
1653,508,517,57,0
1654,1300,125,28,2
1655,0,90,2485,0
1656,65,345,1710,0
1657,983,2,1,0
1658,608,8,189,0
1659,562,1346,0,9
1660,7,846,9,0
1661,10,1765,5,0
1662,908,234,72,1
1663,205,3863,14,0
1664,677,25,269,0
1665,131,1535,6,0
1666,589,189,1,1
1667,738,1026,12,7
1668,623,555,0,7
1669,5,1609,9,0
1670,44,1254,79,0
1671,626,224,2,0
1672,4,5,1621,0
1673,553,22,18,2
1674,30,1777,4,0
1675,445,166,8,0
1676,88,1921,1,3
1677,179,1278,12,0
1678,894,9,12,2
1679,982,30,1,0
1680,658,68,7,0
1681,657,16,0,1
1682,764,42,10,0
1683,535,461,92,0
1684,532,335,661,0
1685,945,226,7,4
1686,23,15,0,0
1687,47,2384,8,0
1688,737,866,527,0
1689,8,1794,17,0
1690,2,2074,118,0
1691,871,20,138,0
1692,152,1470,0,23
1693,755,24,72,0
1694,119,1874,4,0
1695,900,0,11,0
1696,601,44,1,0
1697,36,1867,18,0
1698,8,1143,6,0
1699,530,122,3932,0
1700,4,867,1,0
1701,1,1455,1,0
1702,607,305,0,1
1703,0,1174,11,0
1704,4,3,3399,0
1705,793,3,1,0
1706,45,1604,90,0
1707,182,1517,44,0
1708,117,213,2372,0
1709,620,3,11,0
1710,1,926,25,0
1711,5,1180,1,0
1712,5,37,1819,0
1713,481,471,204,0
1714,790,348,0,1
1715,6,1387,1,0
1716,562,486,37,12
1717,65,1,1129,0
1718,1211,3,2,0
1719,115,1096,46,0
1720,6,1081,1,0
1721,15,1217,2,0
1722,860,5,625,0
1723,741,176,32,0
1724,599,49,20,0
1725,751,0,78,1
1726,644,174,23,0
1727,14,57,2275,0
1728,792,28,51,2
1729,916,47,9,0
1730,33,1250,3,0
1731,691,13,147,0
1732,393,1222,46,0
1733,1162,132,0,2
1734,40,2534,201,0
1735,22,1927,192,0
1736,229,3265,0,6
1737,61,23,1381,0
1738,862,347,0,1
1739,518,35,34,0
1740,59,910,15,0
1741,762,40,165,0
1742,1,6,2836,0
1743,32,12,1485,0
1744,173,11,1991,0
1745,520,777,33,0
1746,50,1638,99,7
1747,750,500,35,3
1748,638,504,0,0
1749,692,206,56,0
1750,51,1404,1,0
1751,26,9,1004,0
1752,2,1626,32,0
1753,818,0,4,1
1754,631,17,3,0
1755,25,1053,8,0
1756,708,10,531,0
1757,24,1651,2,0
1758,14,52,3146,0
1759,558,359,8,9
1760,653,178,24,2
1761,31,7,0,0
1762,511,6,1,0
1763,407,1047,11,0
1764,760,68,41,0
1765,3,1734,20,0
1766,604,46,3,15
1767,1,1067,711,0
1768,69,22,1485,0
1769,597,99,36,0
1770,635,9,17,0
1771,544,79,1194,0
1772,7,945,23,0
1773,28,10,1021,0
1774,19,1651,32,0
1775,33,6,2407,0
1776,758,215,1,0
1777,434,156,22,2
1778,9,3,1529,0
1779,49,1058,0,1
1780,925,14,25,0
1781,888,9,4,0
1782,546,2,0,1
1783,678,10,16,0
1784,593,78,19,0
1785,805,188,31,0
1786,883,32,12,2
1787,41,140,2359,0
1788,649,35,4,0
1789,1003,190,304,0
1790,1,1648,9,0
1791,561,23,18,0
1792,964,162,50,0
1793,524,13,11,0
1794,152,267,1661,110
1795,587,40,14,0
1796,684,0,0,0
1797,7,1155,0,0
1798,604,45,388,0
1799,6,54,2296,0
1800,35,182,1814,0
1801,479,286,7,1
1802,24,1213,49,0
1803,463,271,49,0
1804,853,565,61,2
1805,13,32,1636,0
1806,37,1640,59,0
1807,13,2063,4,0
1808,446,4,1150,0
1809,588,47,2,0
1810,668,0,1063,3
1811,1,1,1903,0
1812,627,44,1636,1
1813,439,521,99,0
1814,11,2,1610,0
1815,722,58,20,0
1816,503,2,146,0
1817,292,1315,49,0
1818,177,1136,26,0
1819,4,1561,3,0
1820,20,2,1446,0
1821,587,18,1,0
1822,2,855,48,0
1823,849,10,26,3
1824,20,1002,5,0
1825,689,264,1,0
1826,477,507,4,0
1827,28,545,0,0
1828,654,2422,30,0
1829,529,708,306,19
1830,8,854,12,0
1831,33,787,8,0
1832,20,12,2958,0
1833,17,2220,579,0
1834,899,5,114,0
1835,769,515,7,6
1836,119,2277,258,0
1837,53,4138,8,0
1838,503,339,38,0
1839,3,1810,2,0
1840,6,1,2207,0
1841,1,1065,0,1
1842,723,584,84,0
1843,605,2,0,0
1844,496,2,4,0
1845,56,3002,5,0
1846,8,1759,4,0
1847,554,5,112,0
1848,0,1818,1,0
1849,23,9,2281,0
1850,6,929,39,0
1851,50,1925,1,0
1852,624,135,33,0
1853,17,9,1211,0
1854,87,0,3112,0
1855,625,1,301,0
1856,18,720,0,0
1857,504,82,34,0
1858,155,1053,0,0
1859,488,630,15,0
1860,36,76,1526,0
1861,912,8,387,0
1862,596,70,107,0
1863,637,21,53,0
1864,575,428,40,0
1865,182,14,2033,0
1866,165,2179,7,0
1867,716,3,41,0
1868,38,99,1549,0
1869,71,1944,10,0
1870,686,1,34,0
1871,332,65,1227,0
1872,595,192,624,0
1873,37,1356,8,0
1874,573,348,0,6
1875,19,850,22,0
1876,16,958,0,1
1877,41,1824,20,0
1878,716,27,1,0
1879,563,2,28,0
1880,661,109,4,2
1881,3,8,3,0
1882,93,1653,176,1
1883,6,717,2,2
1884,3,1075,23,0
1885,697,15,143,0
1886,880,352,79,0
1887,16,1212,32,0
1888,814,19,0,7
1889,512,244,1,0
1890,1,87,1544,0
1891,21,90,1108,0
1892,2,41,735,0
1893,21,2960,107,0
1894,756,1,2,0
1895,735,32,6,0
1896,599,14,1317,0
1897,42,1939,9,0
1898,587,22,0,8
1899,750,1153,1,0
1900,1508,9,13,0
1901,463,38,5,0
1902,228,14,2226,0
1903,175,117,1410,0
1904,8,3041,29,0
1905,22,2188,366,0
1906,66,1100,1,0
1907,603,7,12,0
1908,500,1549,14,3
1909,1013,561,6,0
1910,121,1860,0,2
1911,461,148,115,0
1912,6,880,1,0
1913,693,350,3,0
1914,83,1174,6,0
1915,27,1530,40,0
1916,876,11,3,0
1917,52,849,57,0
1918,1314,248,2,0
1919,2,1118,0,0
1920,436,230,4,0
1921,24,16,1544,0
1922,550,213,501,0
1923,507,287,0,4
1924,601,2289,0,3
1925,623,174,1,0
1926,575,13,43,0
1927,612,112,0,1
1928,610,18,20,0
1929,63,5,1698,0
1930,495,261,2,0
1931,10,7,1970,0
1932,569,350,27,0
1933,11,0,2206,0
1934,532,0,1,0
1935,72,414,2619,0
1936,75,1180,1,0
1937,457,0,9,0
1938,566,39,66,0
1939,821,1592,8,0
1940,137,935,4,0
1941,524,51,596,0
1942,49,64,1989,0
1943,615,423,304,0
1944,462,669,216,5
1945,1038,774,66,0
1946,482,1753,47,0
1947,6,900,16,0
1948,647,17,2,0
1949,425,0,0,0
1950,47,2142,7,0
1951,12,2067,205,0
1952,450,21,34,0
1953,434,56,7,0
1954,495,17,2,0
1955,27,24,1567,0
1956,538,16,117,0
1957,893,452,38,6
1958,14,2333,0,3
1959,12,1881,1,0
1960,1,1089,385,0
1961,114,485,2257,0
1962,2,4,3098,0
1963,774,103,12,0
1964,125,1360,48,2
1965,496,68,49,0
1966,22,1550,17,0
1967,437,126,1,0
1968,927,11,43,0
1969,833,104,5,0
1970,14,1,1405,0
1971,566,1,8,0
1972,10,191,3082,0
1973,657,403,8,0
1974,634,98,0,4
1975,3,695,15,0
1976,639,123,25,4
1977,8,1147,18,0
1978,75,1761,209,0
1979,681,9,2,0
1980,726,2,0,1
1981,571,26,71,0
1982,163,1959,1,1
1983,37,28,1916,0
1984,551,14,24,0
1985,453,150,0,0
1986,7,838,9,0
1987,581,585,418,7
1988,816,390,8,0
1989,581,828,62,0
1990,555,19,29,0
1991,26,784,3,0
1992,849,115,0,1
1993,898,14,1,2
1994,16,3073,9,0
1995,663,389,18,0
1996,697,991,22,1
1997,3,2368,1,0
1998,614,281,4,0
1999,472,85,6,2
2000,3,137,2783,0
2001,2,73,941,0
2002,802,1194,10,0
2003,4,4,1085,0
2004,669,112,377,0
2005,8,895,63,0
2006,832,220,4,0
2007,549,232,30,0
2008,1085,252,26,8
2009,1113,1149,177,0
2010,1305,3,90,2
2011,23,972,1,0
2012,898,62,20,0
2013,786,12,16,4
2014,42,1457,3,0
2015,56,2680,0,1
2016,607,8,3,6
2017,674,129,345,0
2018,141,1565,1,0
2019,2,0,0,0
2020,49,7,1779,0
2021,52,1467,363,0
2022,107,1936,138,0
2023,818,23,4,0
2024,596,1190,736,14
2025,578,114,9,0
2026,35,1439,19,0
2027,281,167,1091,0
2028,56,1354,28,0
2029,588,389,988,0
2030,55,1462,1,0
2031,4,1469,2,0
2032,48,1725,1,0
2033,554,750,2,0
2034,394,2035,0,2
2035,594,0,0,0
2036,546,37,40,0
2037,510,113,2,3
2038,554,0,0,4
2039,32,2594,27,0
2040,803,86,568,0
2041,13,1517,17,0
2042,116,868,0,3
2043,723,481,2,0
2044,6,927,2,0
2045,760,37,1,0
2046,768,23,38,0
2047,2,717,191,0
2048,22,1331,0,0
2049,588,20,16,2
2050,746,81,664,0
2051,584,0,2,4
2052,601,184,1108,0
2053,59,2313,12,0
2054,609,414,193,0
2055,1,1817,41,0
2056,560,213,12,0
2057,635,1427,20,0
2058,576,39,7,0
2059,122,190,1046,0
2060,749,4,0,1
2061,25,22,1863,0
2062,808,701,589,3
2063,109,756,7,1
2064,611,29,14,0
2065,1,0,1069,0
2066,3,804,78,0
2067,647,5,12,0
2068,699,131,0,2
2069,1,532,2078,0
2070,1060,85,0,2
2071,789,218,6,0
2072,61,889,125,0
2073,69,2269,4,2
2074,647,879,430,0
2075,8,1119,0,3
2076,627,538,4,0
2077,14,1939,0,0
2078,157,1084,20,0
2079,80,1470,2,0
2080,189,580,101,0
2081,83,2778,1,0
2082,19,1736,1,0
2083,8,416,3,0
2084,12,2322,16,0
2085,711,239,255,3
2086,10,10,1788,0
2087,470,69,0,1
2088,114,2036,6,0
2089,781,122,0,0
2090,517,0,3,0
2091,427,1100,199,0
2092,600,543,2,0
2093,581,14,21,1
2094,1,1,1405,0
2095,669,4,260,0
2096,5,1571,44,0
2097,604,219,10,9
2098,598,254,485,0
2099,421,359,33,3
2100,444,6,968,0
2101,51,1148,4,0
2102,492,208,160,2
2103,6,2980,62,0
2104,41,1904,16,0
2105,1599,191,11,0
2106,4,1000,30,0
2107,650,50,12,10
2108,721,620,21,12
2109,708,190,0,12
2110,1107,173,0,9
2111,48,1675,3,0
2112,663,1389,458,0
2113,44,11,2085,0
2114,513,110,25,0
2115,80,39,2063,0
2116,476,167,0,1
2117,122,1957,13,0
2118,23,26,1261,0
2119,525,11,58,68
2120,105,1624,11,0
2121,658,3,28,6
2122,603,27,2,0
2123,702,7,235,0
2124,491,0,163,0
2125,535,392,1,0
2126,845,99,75,0
2127,38,7,1151,0
2128,736,18,35,0
2129,77,1696,7,0
2130,571,11,157,0
2131,25,7,1657,0
2132,13,2248,3,0
2133,456,1,111,0
2134,93,2052,260,3
2135,6,1408,29,0
2136,476,281,4,1
2137,946,15,137,0
2138,591,25,2,0
2139,998,587,5,1
2140,7,1,2598,0
2141,33,1036,2,0
2142,51,553,24,0
2143,899,6,46,0
2144,706,637,4,1
2145,764,8,6,0
2146,3,1,1398,0
2147,952,17,267,0
2148,569,894,805,0
2149,583,169,164,0
2150,790,84,205,0
2151,1,1636,12,2
2152,797,434,0,6
2153,6,701,26,0
2154,422,409,100,0
2155,470,44,53,1
2156,793,4,367,0
2157,100,1356,5,0
2158,440,0,4,0
2159,492,259,123,0
2160,75,1658,1,0
2161,588,41,18,4
2162,1008,226,0,0
2163,30,2037,1,0
2164,25,2147,47,0
2165,25,1147,1,0
2166,1,2318,101,0
2167,28,2286,8,0
2168,963,265,1,0
2169,627,84,26,5
2170,562,638,247,0
2171,740,26,159,0
2172,499,379,6,0
2173,57,946,129,0
2174,106,1727,62,0
2175,85,732,0,1
2176,16,1722,2,0
2177,796,7,717,0
2178,725,46,122,0
2179,637,347,0,3
2180,40,3958,0,0
2181,1010,1905,43,0
2182,1,1786,25,0
2183,56,17,3351,0
2184,612,55,151,0
2185,814,282,17,54
2186,594,97,139,0
2187,493,112,8,0
2188,2,8,3070,0
2189,636,67,8,0
2190,129,1465,124,0
2191,32,1841,22,0
2192,499,61,5,0
2193,7,7,1661,0
2194,1,91,0,0
2195,753,220,211,3
2196,43,1023,24,0
2197,482,82,467,14
2198,415,17,26,0
2199,795,1,34,0
2200,657,11,2,0
2201,15,1052,3,0
2202,897,208,20,0
2203,5,2277,67,1
2204,10,890,1,0
2205,674,11,101,0
2206,553,78,163,0
2207,919,809,0,0
2208,19,1301,1,0
2209,643,672,9,0
2210,24,1098,30,11
2211,27,718,145,0
2212,126,1547,204,0
2213,20,1021,26,0
2214,72,1668,10,1
2215,2,5,1735,0
2216,578,12,2,0
2217,554,36,0,4
2218,576,668,353,2
2219,439,61,0,2
2220,164,0,1581,4
2221,920,230,715,0
2222,8,1441,6,0
2223,547,24,319,0
2224,634,7,356,0
2225,470,167,7,0
2226,454,238,911,0
2227,36,19,1400,0
2228,475,76,5,0
2229,642,820,11,0
2230,792,951,72,0
2231,1036,0,904,4
2232,749,115,41,4
2233,679,33,0,3
2234,619,156,13,5
2235,685,0,463,0
2236,184,1068,2,0
2237,941,23,301,0
2238,863,311,1494,4
2239,685,7,4,3
2240,49,1216,2,0
2241,625,1338,11,0
2242,114,1936,0,1
2243,752,18,2,23
2244,504,305,0,5
2245,1,958,3,0
2246,31,355,2799,0
2247,2,46,1562,0
2248,467,0,5,19
2249,146,1734,1,0
2250,4,62,1296,0
2251,112,1072,41,0
2252,25,39,1547,0
2253,28,268,1939,0
2254,625,127,0,31
2255,234,857,4,0
2256,508,74,15,0
2257,19,1147,1,0
2258,623,30,0,1
2259,716,177,91,0
2260,890,1,18,0
2261,599,75,19,0
2262,811,490,10,2
2263,3,107,2087,0
2264,10,916,1,1
2265,776,4,1177,0
2266,655,301,0,0
2267,20,1,2789,0
2268,272,1190,372,0
2269,174,3134,21,0
2270,32,1,1434,1
2271,39,2232,79,0
2272,573,455,6,0
2273,6,5,1621,0
2274,534,2659,3,0
2275,946,20,27,0
2276,524,652,3,0
2277,440,1228,1,0
2278,518,157,4,0
2279,5,1073,7,0
2280,624,88,134,2
2281,5,786,6,0
2282,1,1136,1,0
2283,23,638,56,0
2284,872,46,7,0
2285,38,2497,1,0
2286,837,608,3,0
2287,675,0,0,0
2288,542,492,30,1
2289,742,3,6,1
2290,644,109,7,0
2291,11,1169,1,0
2292,60,891,0,1
2293,542,17,2,0
2294,12,1271,19,0
2295,547,67,24,0
2296,961,16,242,0
2297,23,1543,2,0
2298,28,1439,4,0
2299,26,1954,8,0
2300,869,1,4,0
2301,820,37,722,0
2302,659,295,3,0
2303,18,632,0,1
2304,2,2172,8,0
2305,777,0,8,0
2306,12,1136,1,0
2307,2,87,2341,0
2308,5,1193,52,0
2309,818,729,17,12
2310,490,786,72,3
2311,471,9,321,0
2312,705,4,12,0
2313,495,329,5,10
2314,548,39,2,0
2315,581,1608,666,0
2316,88,693,4,23
2317,5,1114,26,0
2318,16,7,1310,0
2319,676,492,2,0
2320,708,269,69,14
2321,21,1124,6,1
2322,9,410,112,0
2323,513,14,4,0
2324,227,1320,1,0
2325,36,1053,0,4
2326,4,1308,50,0
2327,459,150,220,0
2328,8,1011,18,0
2329,549,0,20,2
2330,77,891,172,0
2331,2,5,1826,0
2332,596,6,14,0
2333,571,82,119,1
2334,966,0,17,0
2335,477,329,0,1
2336,686,6,46,1
2337,491,1,1,1
2338,1208,163,0,1
2339,638,13,5,0
2340,653,148,9,0
2341,158,1871,20,0
2342,1,7,1387,0
2343,885,1535,103,0
2344,76,2016,11,0
2345,623,149,11,0
2346,166,1486,2,0
2347,3,1171,0,2
2348,1,437,755,0
2349,3,324,1905,0
2350,29,1691,3,0
2351,138,1310,228,0
2352,36,1492,5,0
2353,110,1874,21,0
2354,714,66,4,0
2355,14,35,955,0
2356,6,996,10,0
2357,1,6,1252,0
2358,7,1,1102,0
2359,36,1247,7,0
2360,9,86,29,0
2361,875,1,6,0
2362,798,341,247,0
2363,3,14,1441,0
2364,541,499,457,0
2365,532,15,128,0
2366,6,0,1405,2
2367,1,2615,783,0
2368,814,418,79,0
2369,87,1241,47,0
2370,833,31,19,0
2371,1,1501,67,0
2372,538,20,6,0
2373,243,1460,3,0
2374,616,105,0,1
2375,753,0,9,2
2376,647,10,110,0
2377,5,2090,0,2
2378,491,794,1,2
2379,4,831,3,0
2380,610,1119,36,0
2381,2,1215,23,0
2382,46,2964,2,0
2383,631,135,579,0
2384,838,9,23,2
2385,656,236,204,1
2386,1064,58,72,0
2387,526,1,89,0
2388,6,34,1056,0
2389,898,85,47,0
2390,743,2,48,1
2391,520,29,0,0
2392,700,1810,4,1
2393,771,1341,413,0
2394,429,131,19,0
2395,16,1572,90,0
2396,510,7,2,0
2397,0,1239,34,0
2398,11,2444,9,0
2399,487,115,39,3
2400,456,142,6,4
2401,38,49,2054,0
2402,701,230,244,5
2403,29,1406,2,0
2404,617,4,37,0
2405,8,2,3305,0
2406,14,1072,229,0
2407,2,976,62,1
2408,1,3047,9,0
2409,1004,0,0,0
2410,14,2,1693,0
2411,610,163,0,1
2412,1085,293,60,0
2413,533,214,3,0
2414,225,1147,5,0
2415,626,1159,26,0
2416,921,57,36,3
2417,26,1041,3,0
2418,27,12,1780,1
2419,27,1708,57,0
2420,555,1962,43,0
2421,4,111,2536,0
2422,762,205,7,0
2423,443,0,13,0
2424,8,305,2678,0
2425,1393,1,0,23
2426,471,58,5,0
2427,770,69,9,0
2428,516,170,297,0
2429,510,106,38,0
2430,777,195,257,14
2431,708,318,0,1
2432,760,446,608,0
2433,600,591,511,0
2434,750,26,0,24
2435,593,584,1131,0
2436,29,7,1986,0
2437,607,111,0,0
2438,532,19,105,3
2439,586,333,323,6
2440,553,477,69,0
2441,2,187,2330,0
2442,3,1004,1,0
2443,475,35,39,0
2444,47,1968,1,0
2445,30,851,60,0
2446,550,1,20,0
2447,8,1848,15,0
2448,4,1073,875,0
2449,453,24,5,1
2450,29,0,599,0
2451,890,16,0,32
2452,34,911,1,0
2453,575,27,5,6
2454,0,257,1422,1
2455,1,93,3365,0
2456,770,1127,72,1
2457,503,12,8,0
2458,726,72,31,0
2459,124,1351,171,0
2460,561,107,26,0
2461,498,951,21,0
2462,445,64,221,0
2463,686,39,18,0
2464,783,0,120,4
2465,912,38,3,0
2466,3,1603,22,0
2467,0,8,2345,0
2468,1266,0,77,0
2469,12,2398,0,5
2470,6,1091,21,0
2471,1064,0,19,2
2472,544,17,7,0
2473,561,139,3,0
2474,417,31,28,0
2475,270,2325,417,1
2476,37,101,1260,0
2477,508,8,24,0
2478,517,58,20,6
2479,11,1224,0,0
2480,25,1955,40,0
2481,426,90,71,0
2482,555,58,11,0
2483,10,1069,3,0
2484,609,0,456,0
2485,817,6,16,2
2486,825,381,1,0
2487,81,1450,1,0
2488,631,23,7,60
2489,10,757,76,0
2490,1592,70,13,0
2491,266,1361,74,0
2492,87,1343,3,0
2493,515,2,223,0
2494,530,147,55,0
2495,798,400,3,0
2496,526,70,35,0
2497,562,0,0,0
2498,1189,20,0,2
2499,649,67,1,0
2500,52,28,2579,0
2501,567,229,7,10
2502,553,265,1,0
2503,400,72,310,0
2504,778,10,1073,0
2505,210,2016,4,1
2506,1216,33,5,1
2507,96,1076,63,0
2508,14,701,291,0
2509,481,280,102,1
2510,580,6,11,0
2511,9,1,2150,0
2512,8,988,2,0
2513,647,47,25,0
2514,207,1325,6,1
2515,476,462,774,0
2516,46,1165,46,0
2517,658,37,37,2
2518,2,1661,1,0
2519,4,1271,3,0
2520,355,2083,0,2
2521,606,99,206,0
2522,545,3,1,0
2523,472,5,123,84
2524,38,2468,136,0
2525,747,39,81,1
2526,642,594,13,0
2527,1529,1,5,0
2528,20,2832,2,0
2529,808,951,453,8
2530,5,807,14,0
2531,221,434,3893,0
2532,25,23,1487,0
2533,1,1622,70,0
2534,638,44,0,6
