绊按锅龋,己喊,楷飞措,芭林瘤开,瘤开疙,醚备概陛咀,乞闭备概陛咀,醚备概惑前俺荐,醚备概扒荐,1雀 乞闭备概扒荐,备概惑前啊瘤荐,林劝悼矫埃,备概力绒荤,版里荤捞侩,牢磐齿劝侩后档,捞侩痢器,促嫡捞
304,F,60技捞惑,610,堡林,122000000,147235,465,290,2,162,21,C,0,2,6,0
305,F,60技捞惑,100,版扁,122000000,71327,1746,894,2,360,15,C,0,0,31,0
306,M,60技捞惑,100,版扁,61100000,69400,880,558,2,145,16,C,1,0,32,0
307,M,60技捞惑,460,何魂,56500000,59051,957,655,1,280,14,D,0,0,29,0
308,F,60技捞惑,45,辑匡,25100000,27196,922,589,2,197,16,C,8,0,1,0
309,F,60技捞惑,460,何魂,84800000,114655,740,542,1,115,18,C,0,0,29,0
310,F,60技捞惑,55,辑匡,20800000,13858,1500,654,2,429,18,C,1,0,7,0
311,F,60技捞惑,210,牢玫,40700000,38137,1068,610,2,213,15,C,1,1,18,0
312,F,60技捞惑,100,版扁,15300000,11176,1367,600,2,155,10,C,1,0,226,0
313,M,60技捞惑,24,辑匡,73300000,42443,1726,630,3,649,16,C,3,0,11,0
314,F,60技捞惑,60,辑匡,122000000,125146,1095,669,2,141,16,C,9,0,12,0
315,M,60技捞惑,100,版扁,122000000,146524,1633,879,2,302,13,C,0,0,7,0
316,F,60技捞惑,55,辑匡,122000000,104794,1358,652,2,358,14,C,0,0,109,0
317,F,60技捞惑,55,辑匡,34200000,22454,1525,827,2,367,14,C,6,0,2,0
318,F,60技捞惑,79,辑匡,26800000,35080,763,528,1,112,19,C,0,0,26,0
319,F,60技捞惑,500,版巢,56200000,98032,573,478,1,98,15,B,0,0,16,0
320,F,60技捞惑,100,版扁,21500000,19948,1079,705,2,323,13,C,3,0,31,0
321,F,60技捞惑,55,辑匡,78500000,45359,1731,785,2,356,18,C,1,0,69,0
322,M,60技捞惑,55,辑匡,27100000,14701,1841,578,3,493,15,C,1,0,7,0
323,F,60技捞惑,100,版扁,79600000,59059,1348,750,2,474,16,C,0,0,7,0
324,F,60技捞惑,100,版扁,88000000,56308,1562,894,2,470,11,C,1,0,11,0
325,F,60技捞惑,55,辑匡,40200000,52563,764,448,2,193,16,C,9,19,2,0
326,M,60技捞惑,440,匡魂,44900000,34860,1288,550,2,371,20,D,1,1,108,0
327,F,60技捞惑,460,何魂,79900000,132518,603,503,1,170,16,C,0,0,25,0
328,F,60技捞惑,27,辑匡,51500000,104445,493,491,1,106,15,C,1,0,3,0
329,F,60技捞惑,55,辑匡,63500000,41153,1542,570,3,507,13,C,0,0,191,0
330,M,60技捞惑,55,辑匡,8233051,5291,1556,381,4,324,19,C,0,0,7,0
331,F,60技捞惑,55,辑匡,11000000,8303,1330,664,2,340,16,C,1,0,7,0
332,F,60技捞惑,52,辑匡,46200000,25874,1785,894,2,376,17,C,4,0,2,0
333,F,60技捞惑,55,辑匡,34000000,11516,2954,894,3,655,15,C,0,38,7,0
334,F,60技捞惑,60,辑匡,36300000,60554,600,520,1,134,15,A,0,0,2,0
335,F,60技捞惑,55,辑匡,111000000,105283,1058,832,1,196,16,C,0,0,12,0
336,F,60技捞惑,440,匡魂,14400000,13265,1082,389,3,342,20,C,1,53,82,0
337,M,60技捞惑,210,牢玫,122000000,144756,1160,782,1,309,19,C,0,0,8,0
338,F,60技捞惑,100,版扁,16100000,11467,1404,426,3,436,11,C,0,0,45,0
339,F,60技捞惑,55,辑匡,28300000,10797,2618,441,6,567,17,C,0,0,13,0
340,F,60技捞惑,100,版扁,36700000,77061,476,450,1,112,13,D,0,0,2,0
341,F,60技捞惑,460,何魂,120000000,147235,649,592,1,135,12,C,0,0,4,0
342,F,60技捞惑,49,辑匡,10700000,6540,1632,466,4,446,12,C,0,0,6,0
343,F,60技捞惑,13,辑匡,48600000,52042,933,522,2,208,13,D,0,0,20,0
344,F,60技捞惑,460,何魂,30300000,31210,972,567,2,210,16,B,5,1,15,0
345,F,60技捞惑,100,版扁,77400000,136985,565,472,1,144,16,C,0,0,2,0
346,F,60技捞惑,16,辑匡,11500000,16647,691,453,2,93,12,C,0,0,20,0
347,F,60技捞惑,460,何魂,17800000,12205,1462,803,2,409,22,C,7,0,84,0
348,M,60技捞惑,55,辑匡,12900000,5797,2221,584,4,222,19,C,0,0,191,0
349,F,60技捞惑,16,辑匡,74000000,44621,1659,750,2,588,18,D,9,0,8,0
350,F,60技捞惑,55,辑匡,15900000,10977,1450,786,2,334,16,D,0,0,7,0
351,F,60技捞惑,100,版扁,43300000,40571,1068,561,2,303,14,C,1,0,10,0
352,F,60技捞惑,24,辑匡,122000000,147235,719,551,1,238,14,C,1,0,1,0
353,F,60技捞惑,340,措傈,11900000,9685,1226,467,3,433,20,C,0,25,80,0
354,F,60技捞惑,55,辑匡,11100000,8756,1264,404,3,402,17,C,0,0,13,0
355,F,60技捞惑,210,牢玫,78900000,78155,1010,766,1,312,14,D,0,0,1,0
356,F,60技捞惑,55,辑匡,52200000,80611,648,591,1,188,19,C,9,0,2,0
357,F,60技捞惑,100,版扁,11100000,7720,1440,785,2,272,19,C,0,1,166,0
358,F,60技捞惑,100,版扁,68800000,115131,598,502,1,163,14,D,0,0,7,0
359,F,60技捞惑,55,辑匡,32700000,18108,1805,777,2,429,15,D,5,0,7,0
360,M,60技捞惑,55,辑匡,29200000,11077,2636,606,4,571,12,C,1,0,13,0
361,F,60技捞惑,210,牢玫,101000000,78910,1274,608,2,408,17,C,1,0,18,0
362,F,60技捞惑,55,辑匡,17300000,10837,1592,504,3,401,17,C,0,0,13,0
363,F,60技捞惑,100,版扁,122000000,147235,940,672,1,133,17,C,0,0,7,0
364,F,60技捞惑,55,辑匡,16500000,12821,1285,593,2,416,17,D,0,0,7,0
365,M,60技捞惑,55,辑匡,101000000,57331,1766,866,2,535,11,D,6,0,7,0
366,M,60技捞惑,270,面合,8121442,11050,735,429,2,140,10,C,0,0,68,0
367,F,60技捞惑,55,辑匡,110000000,50680,2176,894,2,355,20,D,9,0,2,0
368,F,60技捞惑,55,辑匡,59800000,34438,1736,790,2,567,15,C,1,0,7,0
369,M,60技捞惑,340,措傈,57700000,96470,598,568,1,139,15,C,2,0,11,0
370,F,60技捞惑,55,辑匡,11900000,7181,1664,427,4,508,17,C,6,16,13,0
371,F,60技捞惑,100,版扁,16300000,10582,1538,459,3,557,18,C,3,0,47,0
372,F,60技捞惑,100,版扁,11300000,6608,1709,463,4,426,17,C,0,0,25,0
373,F,60技捞惑,55,辑匡,94400000,85444,1105,635,2,419,17,D,9,0,2,0
374,F,60技捞惑,460,何魂,51800000,72555,714,570,1,117,13,D,9,0,25,0
375,F,60技捞惑,47,辑匡,122000000,147235,793,571,1,203,19,D,6,0,2,0
376,F,60技捞惑,24,辑匡,4840183,3541,1367,894,2,196,22,D,0,4,1,0
377,F,60技捞惑,460,何魂,83200000,77542,1073,803,1,199,15,C,2,1,25,0
378,F,60技捞惑,16,辑匡,72800000,72714,1001,584,2,430,14,C,0,0,20,0
379,F,60技捞惑,16,辑匡,26400000,43471,608,497,1,126,16,D,0,0,24,0
380,F,60技捞惑,340,措傈,6830522,4720,1447,503,3,219,14,C,2,0,47,0
381,F,60技捞惑,60,辑匡,27000000,43754,618,481,1,109,16,A,0,0,12,0
382,M,60技捞惑,55,辑匡,74400000,98211,758,474,2,246,18,C,0,0,2,0
383,M,60技捞惑,65,辑匡,60500000,126919,477,423,1,128,13,C,2,0,12,0
384,F,60技捞惑,100,版扁,8861914,5612,1579,528,3,458,21,C,0,0,25,0
385,F,60技捞惑,16,辑匡,10200000,6632,1538,528,3,348,19,C,0,10,8,0
386,F,60技捞惑,55,辑匡,41300000,40169,1028,719,1,288,18,C,0,9,2,0
387,F,60技捞惑,55,辑匡,115000000,61321,1869,883,2,491,16,C,0,16,69,0
388,F,60技捞惑,55,辑匡,122000000,147235,854,500,2,336,15,C,0,0,2,0
389,M,60技捞惑,100,版扁,17800000,5186,3077,451,6,592,12,C,5,0,44,0
390,F,60技捞惑,16,辑匡,11900000,8255,1439,532,3,349,23,C,0,0,8,0
391,F,60技捞惑,55,辑匡,122000000,82218,1540,827,2,510,18,C,0,0,94,0
392,F,60技捞惑,55,辑匡,10500000,12762,822,629,1,198,11,C,0,0,2,0
393,F,60技捞惑,610,堡林,94700000,147235,605,443,1,82,14,C,1,0,6,0
394,F,60技捞惑,16,辑匡,15600000,8950,1748,593,3,244,11,D,3,0,20,0
395,F,60技捞惑,55,辑匡,15700000,7884,1988,441,5,484,17,C,0,1,13,0
396,F,60技捞惑,55,辑匡,14800000,10175,1454,811,2,386,18,C,0,0,2,0
397,M,60技捞惑,55,辑匡,20600000,12097,1702,698,2,476,21,C,0,0,13,0
398,F,60技捞惑,410,措备,97300000,90430,1076,679,2,236,15,C,0,0,21,0
399,F,60技捞惑,65,辑匡,122000000,147235,510,472,1,82,16,C,0,0,12,0
400,F,60技捞惑,100,版扁,122000000,100998,1404,754,2,219,16,C,0,0,10,0
401,M,60技捞惑,360,版合,122000000,147235,607,588,1,114,15,C,6,0,13,0
402,F,60技捞惑,60,辑匡,33300000,45539,731,525,1,156,12,C,9,0,12,0
403,M,60技捞惑,49,辑匡,8203197,6808,1205,359,3,406,16,B,0,124,6,0
404,F,60技捞惑,100,版扁,55100000,49535,1112,586,2,404,13,C,0,0,46,0
405,F,60技捞惑,100,版扁,22600000,27507,822,483,2,116,15,C,9,0,20,0
406,M,60技捞惑,210,牢玫,9379014,5955,1575,415,4,478,17,C,0,49,32,0
407,M,60技捞惑,410,措备,122000000,147235,635,548,1,149,14,C,0,0,22,0
408,M,60技捞惑,43,辑匡,122000000,147235,572,502,1,117,19,C,0,0,1,0
409,F,60技捞惑,100,版扁,78700000,104919,750,582,1,219,14,C,0,0,17,0
410,F,60技捞惑,100,版扁,7107888,9955,714,407,2,209,18,C,3,0,18,0
411,F,60技捞惑,16,辑匡,57400000,49534,1158,750,2,188,17,C,0,0,20,0
412,F,60技捞惑,75,辑匡,48400000,30415,1590,797,2,358,18,C,0,0,176,0
413,F,60技捞惑,460,何魂,83400000,62407,1337,559,2,413,13,C,0,0,29,0
414,F,60技捞惑,210,牢玫,79300000,97366,814,503,2,309,16,C,0,0,18,0
415,F,60技捞惑,410,措备,9139563,3958,2309,667,3,400,17,C,0,0,98,0
416,M,60技捞惑,55,辑匡,122000000,147235,749,665,1,196,16,C,2,8,2,0
417,F,60技捞惑,100,版扁,40700000,66100,615,573,1,158,13,D,2,0,37,0
418,F,60技捞惑,39,辑匡,17900000,10703,1670,503,3,472,11,D,0,18,9,0
419,F,60技捞惑,460,何魂,51900000,75266,690,473,1,75,14,D,7,0,25,0
420,F,60技捞惑,540,傈合,27700000,25611,1083,632,2,359,13,C,0,0,23,0
421,F,60技捞惑,55,辑匡,83400000,21823,3077,894,2,756.2279047,16,D,5,0,7,0
422,F,60技捞惑,100,版扁,14600000,25012,585,528,1,132,14,C,3,0,2,0
423,F,60技捞惑,87,辑匡,45500000,49386,921,518,2,135,11,C,4,0,5,0
424,M,60技捞惑,16,辑匡,3232298,2059,1570,563,3,116,20,C,0,0,500,0
425,F,60技捞惑,33,辑匡,17000000,14705,1159,425,3,403,21,C,0,6,20,0
426,F,60技捞惑,210,牢玫,51700000,55616,929,651,1,222,16,C,1,0,8,0
427,F,60技捞惑,100,版扁,22500000,32987,681,414,2,121,19,C,0,0,30,0
428,F,60技捞惑,100,版扁,122000000,102914,1627,670,2,166,16,D,4,0,7,0
429,F,60技捞惑,60,辑匡,50800000,44006,1154,533,2,258,18,C,0,0,12,0
430,F,60技捞惑,100,版扁,99400000,120179,827,663,1,131,18,C,2,0,12,0
431,F,60技捞惑,16,辑匡,18300000,25719,710,557,1,156,19,C,0,0,20,0
432,F,60技捞惑,24,辑匡,47000000,50948,923,573,2,214,15,C,0,6,3,0
433,M,60技捞惑,460,何魂,84000000,96142,874,691,1,294,15,D,4,0,29,0
434,F,60技捞惑,60,辑匡,51800000,21361,2425,650,4,278,16,C,1,0,12,0
435,F,60技捞惑,10,辑匡,24100000,34409,701,542,1,105,18,C,0,0,24,0
436,M,60技捞惑,69,辑匡,79100000,87950,899,649,1,267,12,C,0,0,9,0
437,F,60技捞惑,65,辑匡,5027936,3231,1556,576,3,212,22,C,0,0,543,0
438,F,60技捞惑,55,辑匡,78300000,101553,771,492,2,286,11,C,4,0,2,0
439,F,60技捞惑,33,辑匡,9189254,4538,2025,576,4,262,15,C,0,0,34,0
440,F,60技捞惑,460,何魂,69400000,93286,744,544,1,164,17,D,2,8,4,0
441,F,60技捞惑,460,何魂,46900000,57953,809,485,2,344,17,C,0,0,4,0
442,F,60技捞惑,49,辑匡,32700000,7826,3077,430,6,565,10,C,0,0,6,0
443,F,60技捞惑,100,版扁,103000000,147235,596,549,1,139,13,C,0,0,9,0
444,M,60技捞惑,100,版扁,122000000,116680,1255,666,2,410,17,C,0,1,7,0
445,F,60技捞惑,100,版扁,8413237,11951,704,381,2,220,18,C,4,0,29,0
446,F,60技捞惑,55,辑匡,18400000,7613,2419,431,6,569,17,C,2,42,13,0
447,M,60技捞惑,55,辑匡,30700000,36135,850,584,1,289,18,C,0,0,2,0
448,F,60技捞惑,60,辑匡,74800000,114032,656,571,1,195,16,C,0,1,2,0
449,F,60技捞惑,55,辑匡,75600000,42698,1770,726,2,459,18,D,6,30,13,0
450,F,60技捞惑,55,辑匡,122000000,116824,1218,641,2,436,18,C,4,0,2,0
451,M,60技捞惑,460,何魂,26400000,15484,1707,626,3,495,17,C,0,12,90,0
452,F,60技捞惑,60,辑匡,15600000,5497,2832,567,5,273,15,C,0,0,312,0
453,M,60技捞惑,49,辑匡,61200000,58198,1051,666,2,294,16,C,6,0,6,0
454,F,60技捞惑,55,辑匡,14700000,12055,1220,742,2,361,16,C,1,0,7,0
455,F,60技捞惑,36,辑匡,122000000,115696,1109,570,2,213,16,C,0,0,1,0
456,F,60技捞惑,55,辑匡,65500000,21215,3077,834,4,416,18,D,0,4,69,0
457,F,60技捞惑,16,辑匡,122000000,28297,3077,894,2,433,14,C,0,171,139,0
458,F,60技捞惑,55,辑匡,11700000,7526,1558,495,3,319,15,C,1,0,7,0
459,F,60技捞惑,100,版扁,30000000,17615,1705,456,4,112,18,D,0,0,7,0
460,M,60技捞惑,210,牢玫,29300000,60432,485,316,2,147,18,C,0,0,18,0
461,F,60技捞惑,460,何魂,9526414,11491,829,510,2,222,15,D,0,0,29,0
462,F,60技捞惑,100,版扁,71500000,72416,987,668,1,219,17,C,9,0,7,0
463,F,60技捞惑,460,何魂,60500000,63785,948,717,1,128,15,A,0,0,25,0
464,F,60技捞惑,410,措备,20400000,10439,1951,553,4,546,21,C,4,9,98,0
465,M,60技捞惑,55,辑匡,21500000,11320,1899,571,3,482,17,C,5,11,13,0
466,F,60技捞惑,460,何魂,122000000,147235,1073,749,1,275,16,C,0,0,29,0
467,F,60技捞惑,55,辑匡,20400000,12623,1614,842,2,467,17,D,0,3,7,0
468,F,60技捞惑,210,牢玫,53800000,32624,1648,550,3,342,13,C,0,0,8,0
469,F,60技捞惑,100,版扁,25400000,30276,840,498,2,120,15,D,7,0,7,0
470,F,60技捞惑,100,版扁,8306887,5254,1581,616,3,571,21,C,1,0,36,0
471,F,60技捞惑,55,辑匡,122000000,147235,741,553,1,147,17,C,0,0,2,0
472,M,60技捞惑,55,辑匡,8723618,5894,1480,414,4,432,12,C,1,0,13,0
473,F,60技捞惑,210,牢玫,13100000,8786,1496,383,4,347,16,C,1,0,34,0
474,F,60技捞惑,10,辑匡,108000000,43724,2464,894,3,515,17,C,3,0,11,0
475,F,60技捞惑,460,何魂,27700000,21112,1313,565,2,420,21,C,0,11,84,0
476,F,60技捞惑,410,措备,13600000,5117,2666,551,5,202,11,C,0,0,64,0
477,M,60技捞惑,100,版扁,122000000,147235,763,580,1,266,17,C,2,60,37,0
478,F,60技捞惑,460,何魂,122000000,147235,1050,600,2,393,16,C,1,0,4,0
479,F,60技捞惑,55,辑匡,9945196,6969,1427,647,2,470,17,C,0,6,7,0
480,F,60技捞惑,540,傈合,106000000,101586,1048,703,1,303,14,C,1,0,23,0
481,F,60技捞惑,100,版扁,69900000,70973,985,691,1,253,16,D,0,0,10,0
482,F,60技捞惑,210,牢玫,10600000,8701,1222,587,2,292,19,C,0,0,34,0
483,F,60技捞惑,100,版扁,8143970,13921,585,489,1,72,19,C,0,0,7,0
484,F,60技捞惑,72,辑匡,41700000,60717,686,586,1,145,16,C,0,0,9,0
485,F,60技捞惑,440,匡魂,121000000,147235,712,475,2,233,14,B,0,0,14,0
486,F,60技捞惑,460,何魂,122000000,138937,1019,840,1,136,15,C,2,0,25,0
487,F,60技捞惑,55,辑匡,12100000,6330,1915,560,3,445,10,D,0,20,13,0
488,F,60技捞惑,30,辑匡,12700000,4821,2644,503,5,313,17,D,0,0,236,0
489,F,60技捞惑,100,版扁,65600000,46003,1425,815,2,255,18,C,0,0,37,0
490,F,60技捞惑,100,版扁,28700000,27655,1036,532,2,105,15,C,0,0,37,0
491,F,60技捞惑,60,辑匡,15200000,8943,1701,720,2,329,17,C,0,0,490,0
492,F,60技捞惑,100,版扁,70400000,76329,922,673,1,127,16,D,9,0,7,0
493,F,60技捞惑,270,面合,14000000,6606,2122,561,4,432,13,C,1,0,72,0
494,M,60技捞惑,100,版扁,54800000,54519,1006,462,2,254,16,C,7,0,37,0
495,F,60技捞惑,72,辑匡,6489483,5171,1255,607,2,186,20,C,0,0,325,0
496,F,60技捞惑,43,辑匡,20700000,13217,1563,721,2,166,16,D,0,0,1,0
497,F,60技捞惑,270,面合,12600000,5856,2146,574,4,578,10,C,0,0,68,0
498,F,60技捞惑,55,辑匡,11700000,9344,1257,511,2,332,18,C,0,2,7,0
499,F,60技捞惑,100,版扁,6858573,8224,834,371,2,327,22,C,0,0,20,0
500,F,60技捞惑,100,版扁,18200000,8630,2113,816,3,398,20,D,9,0,302,0
501,F,60技捞惑,460,何魂,122000000,147235,487,463,1,121,13,C,0,0,15,0
502,F,60技捞惑,60,辑匡,59600000,26229,2271,772,3,335,16,C,1,0,164,0
503,F,60技捞惑,55,辑匡,94900000,22962,3077,894,3,465,17,D,4,0,69,0
504,F,60技捞惑,49,辑匡,103000000,116337,882,659,1,257,15,D,0,0,2,0
505,F,60技捞惑,55,辑匡,122000000,127271,2009,676,3,538,16,C,1,0,7,0
506,F,60技捞惑,100,版扁,32000000,30827,1039,596,2,295,22,C,9,0,24,0
507,M,60技捞惑,100,版扁,35000000,30981,1131,477,2,127,15,C,9,0,7,0
508,M,60技捞惑,460,何魂,122000000,147235,964,594,2,277,17,C,1,0,29,0
509,F,60技捞惑,100,版扁,46600000,50523,922,432,2,114,16,C,7,0,7,0
510,F,60技捞惑,610,堡林,78900000,69667,1133,636,2,389,14,C,0,0,6,0
511,F,60技捞惑,100,版扁,8859125,6101,1452,406,4,557,22,C,0,0,44,0
512,F,60技捞惑,55,辑匡,8086890,5894,1372,418,3,446,20,C,6,15,6,1
513,F,60技捞惑,460,何魂,93000000,144916,642,583,1,135,13,C,1,0,16,0
514,F,60技捞惑,47,辑匡,16800000,11776,1427,514,3,367,10,C,4,0,14,0
515,F,60技捞惑,500,版巢,65100000,71661,908,468,2,210,15,C,0,0,16,0
516,F,60技捞惑,.,,10300000,4752,2163,478,5,427,13,C,1,0,7,0
517,M,60技捞惑,100,版扁,51000000,54999,927,521,2,151,18,C,0,0,20,0
518,F,60技捞惑,47,辑匡,122000000,91193,1426,894,1,340,17,C,0,1,1,0
519,F,60技捞惑,500,版巢,43400000,51123,849,519,2,330,19,D,3,0,16,0
520,M,60技捞惑,460,何魂,59100000,78045,757,620,1,156,19,C,0,0,4,0
521,F,60技捞惑,55,辑匡,122000000,74430,2241,717,3,581,18,C,5,0,13,0
522,F,60技捞惑,55,辑匡,26400000,19097,1384,631,2,512,22,C,0,0,7,0
523,F,60技捞惑,610,堡林,17200000,6561,2627,664,4,235,9,C,0,0,65,0
524,F,60技捞惑,55,辑匡,15900000,7260,2185,612,4,493,18,C,0,38,7,0
525,F,60技捞惑,460,何魂,44300000,37532,1179,549,2,230,15,D,1,0,29,0
526,F,60技捞惑,55,辑匡,56600000,29811,1898,894,2,350,18,C,1,0,69,0
527,F,60技捞惑,16,辑匡,8889241,5279,1684,461,4,218,17,C,0,0,283,0
528,F,60技捞惑,55,辑匡,4380325,7552,580,307,2,204,11,C,6,0,13,0
529,F,60技捞惑,460,何魂,122000000,133967,1649,841,2,343,14,C,0,4,94,0
530,M,60技捞惑,49,辑匡,18900000,25775,734,558,1,131,18,C,0,0,26,0
531,M,60技捞惑,55,辑匡,36200000,48237,751,466,2,186,17,C,0,0,2,0
532,F,60技捞惑,55,辑匡,86200000,135709,635,477,1,220,16,D,0,0,2,0
533,M,60技捞惑,100,版扁,10800000,6865,1568,435,4,445,16,C,0,0,27,0
534,F,60技捞惑,100,版扁,20900000,29899,699,613,1,63,12,C,0,0,30,0
535,F,60技捞惑,460,何魂,122000000,147235,699,582,1,229,16,C,1,12,4,0
536,F,60技捞惑,27,辑匡,6419520,7877,815,483,2,191,19,C,0,0,1,0
537,F,60技捞惑,100,版扁,8073392,4769,1693,533,3,433,17,C,0,0,27,0
538,F,60技捞惑,100,版扁,55900000,63709,878,604,1,123,18,C,2,0,10,0
539,F,60技捞惑,460,何魂,37300000,34822,1071,553,2,277,16,C,1,0,29,0
540,F,60技捞惑,100,版扁,12800000,9803,1305,706,2,375,19,C,0,7,20,0
541,F,60技捞惑,55,辑匡,16000000,7489,2143,698,3,525,23,C,4,0,7,0
542,F,60技捞惑,100,版扁,15700000,19019,826,632,1,199,17,C,0,0,9,0
543,M,60技捞惑,55,辑匡,23300000,21396,1089,473,2,220,17,C,0,0,2,0
544,F,60技捞惑,16,辑匡,81100000,83561,971,761,1,186,16,C,8,7,20,0
545,F,60技捞惑,100,版扁,57000000,89442,637,477,1,162,17,D,0,0,37,0
546,F,60技捞惑,43,辑匡,122000000,147235,563,429,1,127,16,C,0,0,1,0
547,M,60技捞惑,65,辑匡,122000000,85842,1599,858,2,415,15,C,8,0,2,0
548,F,60技捞惑,24,辑匡,44200000,36104,1224,688,2,444,18,D,0,0,11,0
549,F,60技捞惑,460,何魂,45800000,53736,853,481,2,159,11,C,9,1,4,0
550,M,60技捞惑,460,何魂,43700000,41356,1057,732,1,324,15,D,1,0,29,0
551,F,60技捞惑,49,辑匡,14600000,7340,1983,467,4,508,14,C,9,0,6,0
552,F,60技捞惑,82,辑匡,20600000,23319,884,623,1,283,18,C,9,0,1,0
553,M,60技捞惑,100,版扁,54600000,53872,1013,558,2,160,17,D,5,0,7,0
554,F,60技捞惑,55,辑匡,106000000,147235,704,602,1,188,19,D,0,0,2,0
555,F,60技捞惑,55,辑匡,20600000,17787,1158,554,2,489,23,C,0,10,7,0
556,F,60技捞惑,49,辑匡,15000000,8276,1810,422,4,357,19,C,9,0,6,0
557,F,60技捞惑,310,面巢,13900000,7225,1919,460,4,459,16,C,2,0,77,0
558,F,60技捞惑,100,版扁,14200000,19073,747,480,2,123,17,D,1,0,7,0
559,M,60技捞惑,60,辑匡,119000000,88555,1341,672,2,175,18,C,8,0,12,0
560,F,60技捞惑,72,辑匡,102000000,147235,541,505,1,157,15,C,1,0,9,0
561,F,60技捞惑,210,牢玫,73500000,48046,1529,637,2,312,16,C,0,0,25,0
562,F,60技捞惑,100,版扁,122000000,147235,725,493,1,149,18,C,0,0,7,0
563,F,60技捞惑,460,何魂,20300000,8142,2497,526,5,514,13,D,1,0,84,0
564,F,60技捞惑,100,版扁,88900000,70479,1261,556,2,252,18,C,0,0,12,0
565,F,60技捞惑,540,傈合,100000000,139481,717,602,1,169,16,C,0,0,23,0
566,F,60技捞惑,55,辑匡,77400000,105605,733,549,1,115,13,C,4,0,2,0
567,F,60技捞惑,55,辑匡,63200000,47974,1317,536,2,401,11,C,2,0,7,0
568,F,60技捞惑,610,堡林,6328895,6697,945,617,2,289,15,C,0,0,61,0
569,M,60技捞惑,100,版扁,30500000,26088,1170,650,2,204,19,D,1,2,7,0
570,M,60技捞惑,100,版扁,7208898,6489,1111,653,2,141,22,C,0,0,301,0
571,F,60技捞惑,55,辑匡,67400000,77092,874,612,1,247,19,C,5,0,2,0
572,F,60技捞惑,55,辑匡,73800000,92514,798,654,1,289,16,C,9,0,2,0
573,F,60技捞惑,13,辑匡,36300000,17662,2054,547,4,534,10,C,0,0,44,0
574,F,60技捞惑,16,辑匡,50100000,28063,1787,653,3,490,12,C,1,15,8,0
575,F,60技捞惑,100,版扁,30700000,27937,1100,575,2,355,11,C,0,0,25,0
576,F,60技捞惑,100,版扁,66700000,63327,1054,608,2,428,18,C,0,0,37,0
577,F,60技捞惑,60,辑匡,46900000,48301,972,561,2,190,11,C,0,14,12,0
578,F,60技捞惑,55,辑匡,106000000,48643,2183,808,3,446,19,C,9,0,7,0
579,M,60技捞惑,210,牢玫,2343097,4284,547,333,2,178,21,C,0,0,21,0
580,F,60技捞惑,24,辑匡,15100000,13927,1086,556,2,319,19,C,0,0,11,0
581,F,60技捞惑,100,版扁,8617382,7309,1179,571,2,267,19,C,0,0,31,0
582,F,60技捞惑,460,何魂,12500000,17851,698,549,1,158,15,D,9,0,4,0
583,F,60技捞惑,49,辑匡,6032702,4869,1239,464,3,283,11,C,0,0,6,0
584,F,60技捞惑,16,辑匡,27400000,31940,859,510,2,205,12,C,0,0,20,0
585,F,60技捞惑,55,辑匡,122000000,147235,995,611,2,258,17,C,0,0,2,0
586,F,60技捞惑,69,辑匡,63900000,93238,685,462,1,173,16,C,1,0,5,0
587,F,60技捞惑,45,辑匡,90500000,112150,807,629,1,112,15,D,0,0,1,0
588,F,60技捞惑,60,辑匡,110000000,36569,2995,894,3,421,20,C,5,0,312,0
589,F,60技捞惑,360,版合,30300000,34619,876,620,1,270,17,C,0,0,24,0
590,F,60技捞惑,460,何魂,9244385,7808,1184,578,2,236,18,D,0,0,44,0
591,F,60技捞惑,100,版扁,6178008,3611,1711,513,3,278,16,D,0,0,188,0
592,M,60技捞惑,410,措备,16900000,15225,1113,662,2,223,20,C,0,0,120,0
593,F,60技捞惑,460,何魂,49100000,92179,533,456,1,130,13,B,2,0,25,0
594,F,60技捞惑,210,牢玫,122000000,147235,615,510,1,170,16,C,0,0,18,0
595,F,60技捞惑,75,辑匡,24100000,52071,462,451,1,79,16,C,0,0,1,0
596,F,60技捞惑,69,辑匡,74200000,51626,1438,513,3,114,16,B,0,0,5,0
597,F,60技捞惑,340,措傈,44500000,44768,995,709,1,183,19,C,9,0,11,0
598,F,60技捞惑,16,辑匡,10100000,8848,1136,547,2,186,17,D,3,0,20,0
599,F,60技捞惑,100,版扁,50500000,40966,1233,758,2,395,15,C,0,0,31,0
600,M,60技捞惑,100,版扁,31200000,12619,2475,570,4,687,17,C,0,0,25,0
601,F,60技捞惑,55,辑匡,26600000,35510,748,711,1,95,19,A,0,0,2,0
602,M,60技捞惑,55,辑匡,75500000,125250,603,406,1,210,16,D,9,0,2,0
603,F,60技捞惑,65,辑匡,60000000,71289,841,539,2,245,16,D,0,0,1,0
604,F,60技捞惑,16,辑匡,27300000,34253,797,613,1,139,16,C,2,1,20,0
605,F,60技捞惑,610,堡林,5034480,4640,1085,483,2,198,20,C,0,0,55,0
606,F,60技捞惑,610,堡林,80000000,104825,763,540,1,260,13,C,9,0,6,0
607,F,60技捞惑,16,辑匡,18400000,14872,1239,686,2,315,15,C,1,0,20,0
608,F,60技捞惑,55,辑匡,119000000,63823,1861,894,2,551,15,C,0,0,7,0
609,F,60技捞惑,610,堡林,6523001,7683,849,460,2,336,22,C,1,24,109,0
